gasDayStart,consumptionFull
2014-05-27,15.36
2014-05-26,15.23
2014-05-25,15.13
2014-05-24,14.97
2014-05-23,14.81
2014-05-22,14.68
2014-05-21,14.54
2014-05-20,14.42
2014-05-19,14.29
2014-05-18,14.17
2014-05-17,14.0
2014-05-16,13.84
2014-05-15,13.7
2014-05-14,13.59
2014-05-13,13.49
2014-05-12,13.39
2014-05-11,13.28
2014-05-10,13.16
2014-05-09,13.02
2014-05-08,12.87
2014-05-07,12.72
2014-05-06,12.59
2014-05-05,12.48
2014-05-04,12.37
2014-05-03,12.24
2014-05-02,12.11
2014-05-01,12.01
2014-04-30,11.9
2014-04-29,11.76
2014-04-28,11.71
2014-04-27,11.68
2014-04-26,11.6
2014-04-25,11.52
2014-04-24,11.42
2014-04-23,11.34
2014-04-22,11.23
2014-04-21,11.13
2014-04-20,11.01
2014-04-19,10.89
2014-04-18,10.78
2014-04-17,10.68
2014-04-16,10.61
2014-04-15,10.57
2014-04-14,10.55
2014-04-13,10.5
2014-04-12,10.41
2014-04-11,10.32
2014-04-10,10.26
2014-04-09,10.2
2014-04-08,10.16
2014-04-07,10.1
2014-04-06,9.98
2014-04-05,9.86
2014-04-04,9.74
2014-04-03,9.68
2014-04-02,9.6
2014-04-01,9.51
2014-03-31,9.46
2014-03-30,9.41
2014-03-29,9.34
2014-03-28,9.32
2014-03-27,9.4
2014-03-26,9.52
2014-03-25,9.59
2014-03-24,9.67
2014-03-23,9.76
2014-03-22,9.81
2014-03-21,9.83
2014-03-20,9.83
2014-03-19,9.83
2014-03-18,9.85
2014-03-17,9.86
2014-03-16,9.88
2014-03-15,9.88
2014-03-14,9.89
2014-03-13,9.94
2014-03-12,9.99
2014-03-11,10.06
2014-03-10,10.12
2014-03-09,10.18
2014-03-08,10.23
2014-03-07,10.29
2014-03-06,10.39
2014-03-05,10.5
2014-03-04,10.63
2014-03-03,10.79
2014-03-02,10.95
2014-03-01,11.05
2014-02-28,11.19
2014-02-27,11.41
2014-02-26,11.59
2014-02-25,11.75
2014-02-24,11.9
2014-02-23,12.05
2014-02-22,12.19
2014-02-21,12.35
2014-02-20,12.53
2014-02-19,12.7
2014-02-18,12.88
2014-02-17,13.08
2014-02-16,13.3
2014-02-15,13.48
2014-02-14,13.66
2014-02-13,13.86
2014-02-12,14.13
2014-02-11,14.39
2014-02-10,14.62
2014-02-09,14.86
2014-02-08,15.05
2014-02-07,15.23
2014-02-06,15.42
2014-02-05,15.61
2014-02-04,15.81
2014-02-03,16.0
2014-02-02,16.21
2014-02-01,16.44
2014-01-31,16.64
2014-01-30,16.83
2014-01-29,17.04
2014-01-28,17.26
2014-01-27,17.48
2014-01-26,17.68
2014-01-25,17.79
2014-01-24,17.92
2014-01-23,18.09
2014-01-22,18.29
2014-01-21,18.48
2014-01-20,18.67
2014-01-19,18.84
2014-01-18,18.97
2014-01-17,19.09
2014-01-16,19.21
2014-01-15,19.33
2014-01-14,19.47
2014-01-13,19.63
2014-01-12,19.73
2014-01-11,19.82
2014-01-10,19.89
2014-01-09,19.99
2014-01-08,20.05
2014-01-07,20.11
2014-01-06,20.19
2014-01-05,20.27
2014-01-04,20.38
2014-01-03,20.46
2014-01-02,20.51
2014-01-01,20.56
